Code,Market Code,Name,Date,Type,Qty,Price,Instrument Currency,Cost Base Per Share (aud),Brokerage,Brokerage Currency,Exch. Rate,Value,Unnamed_13
ORCL,NYSE,Oracle Corp.,1995-02-23,Split,16.0,,USD,,,AUD,,,
LMT,NYSE,Lockheed Martin Corp.,1995-03-16,Split,0.6049,,USD,,,AUD,,,
RTX,NYSE,RTX Corp,1995-06-30,Buy,1.3395,46.08,USD,,0.0,AUD,0.617225130890052,100.0,
ORCL,NYSE,Oracle Corp.,1996-04-17,Split,24.0,,USD,,,AUD,,,
TWX,NYSE,Time Warner Inc,1996-10-10,Buy,15.826,3.9,USD,,0.0,AUD,0.617225130890052,100.0,
RTX,NYSE,RTX Corp,1996-12-11,Split,1.3,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,1997-05-12,Split,16.0,,USD,,,AUD,,,
IBM,NYSE,International Business Machines Corp.,1997-05-27,Split,5.235,,USD,,,AUD,,,
BA,NYSE,Boeing Co.,1997-06-09,Split,1.5477,,USD,,,AUD,,,
GD,NYSE,General Dynamics Corp.,1997-06-30,Buy,0.823,75.0,USD,,0.0,AUD,0.617225130890052,100.0,
ORCL,NYSE,Oracle Corp.,1997-08-18,Split,36.0,,USD,,,AUD,,,
LHX,NYSE,L3Harris Technologies Inc,1997-09-29,Split,16.0,,USD,,,AUD,,,
GD,NYSE,General Dynamics Corp.,1998-04-03,Split,1.0,,USD,,,AUD,,,
NYT,NYSE,New York Times Co. - Ordinary Shares - Class A,1998-07-02,Split,12.0,,USD,,,AUD,,,
DE,NYSE,Deere & Co.,1998-07-30,Buy,2.3363,26.42,USD,,0.0,AUD,0.617225130890052,100.0,
GIB,NYSE,CGI Inc - Ordinary Shares - Class A,1998-10-07,Buy,2.5193,24.5,USD,,0.0,AUD,0.617225130890052,100.0,
LMT,NYSE,Lockheed Martin Corp.,1999-01-04,Split,1.5399,,USD,,,AUD,,,
ORCL,NYSE,Oracle Corp.,1999-03-01,Split,54.0,,USD,,,AUD,,,
SPGI,NYSE,S&P Global Inc,1999-03-09,Split,1.0,,USD,,,AUD,,,
RTX,NYSE,RTX Corp,1999-05-18,Split,2.6,,USD,,,AUD,,,
IBM,NYSE,International Business Machines Corp.,1999-05-26,Split,15.705,,USD,,,AUD,,,
TDY,NYSE,Teledyne Technologies Inc,1999-11-01,Buy,7.57,8.44,USD,,0.0,AUD,0.638897377910886,100.0,
A,NYSE,Agilent Technologies Inc.,1999-11-18,Buy,2.3415,27.46,USD,,0.0,AUD,0.642946006469271,100.0,
GIB,NYSE,CGI Inc - Ordinary Shares - Class A,2000-01-05,Split,2.0,,USD,,,AUD,,,
GIB,NYSE,CGI Inc - Ordinary Shares - Class A,2000-01-05,Split,2.0,,USD,,,AUD,,,
GIB,NYSE,CGI Inc - Ordinary Shares - Class A,2000-01-18,Split,6.0,,USD,,,AUD,,,
ORCL,NYSE,Oracle Corp.,2000-01-19,Split,162.0,,USD,,,AUD,,,
GE,NYSE,GE Aerospace,2000-05-08,Split,63.0,,USD,,,AUD,,,
MSI,NYSE,Motorola Solutions Inc,2000-06-02,Split,14.2608,,USD,,,AUD,,,
ORCL,NYSE,Oracle Corp.,2000-10-13,Split,324.0,,USD,,,AUD,,,
GRMN,NYSE,Garmin Ltd,2000-12-01,Buy,3.316,15.82,USD,,0.0,AUD,0.5246,100.0,
SLB,NYSE,Schlumberger Ltd.,2002-12-19,Buy,1.3062,43.5,USD,,0.0,AUD,0.5682,100.0,
CACI,NYSE,Caci International Inc. - Registered Shares - Class A,2003-01-01,Buy,1.5794,35.64,USD,,0.0,AUD,0.5629,100.0,
MMM,NYSE,3M Co.,2003-09-30,Split,3.0,,USD,,,AUD,,,
MMI.W,NYSE,Motorola Mobility Holdings Inc,2004-01-04,Buy,0.9159,31.17,USD,,0.0,AUD,0.754780315291015,37.82,
MMI.W,NYSE,Motorola Mobility Holdings Inc,2004-01-05,Sell,-0.9159,31.17,USD,,0.0,USD,0.767117333100856,-37.22,
NOC,NYSE,Northrop Grumman Corp.,2004-06-22,Split,24.0,,USD,,,AUD,,,
MSI,NYSE,Motorola Solutions Inc,2004-12-03,Adjust cost base,,,USD,,,AUD,,-10.5,
FSL,NYSE,Freescale Semiconductor Ltd,2004-12-03,Buy,0.458,18.35,USD,,0.0,AUD,0.771292643304711,10.9,
LHX,NYSE,L3Harris Technologies Inc,2005-03-31,Split,32.0,,USD,,,AUD,,,
SPGI,NYSE,S&P Global Inc,2005-05-18,Split,2.0,,USD,,,AUD,,,
RTX,NYSE,RTX Corp,2005-06-13,Split,5.2,,USD,,,AUD,,,
GD,NYSE,General Dynamics Corp.,2006-03-27,Split,2.0,,USD,,,AUD,,,
SLB,NYSE,Schlumberger Ltd.,2006-04-10,Split,1.0,,USD,,,AUD,,,
OII,NYSE,"Oceaneering International, Inc.",2006-06-19,Split,5.0,,USD,,,AUD,,,
GRMN,NYSE,Garmin Ltd,2006-08-16,Split,3.3,,USD,,,AUD,,,
LDOS,NYSE,Leidos Holdings Inc,2006-10-13,Buy,1.596,46.7,USD,,0.0,AUD,0.7453,100.0,
KBR,NYSE,KBR Inc,2006-11-01,Buy,3.661,21.0,USD,,0.0,AUD,0.7688,100.0,
PBI,NYSE,"Pitney Bowes, Inc.",2007-04-19,Buy,1.7425,47.83,USD,,0.0,AUD,0.8334,100.0,
ACM,NYSE,AECOM,2007-05-10,Buy,3.928,21.1,USD,,0.0,AUD,0.828791868226073,100.0,
DE,NYSE,Deere & Co.,2007-12-04,Split,2.0,,USD,,,AUD,,,
BALL,NYSE,Ball Corp.,2007-12-10,Buy,3.8354,22.94,USD,,0.0,AUD,0.8798,100.0,
TWX,NYSE,Time Warner Inc,2009-03-27,Consolidation,-10.0,,USD,,,AUD,,,
TWX,NYSE,Time Warner Inc,2009-03-30,Consolidation,-3.0,,USD,,,AUD,,,
CLH,NYSE,"Clean Harbors, Inc.",2009-07-31,Buy,1.5735,52.17,USD,,0.0,AUD,0.8209,100.0,
HAL,NYSE,Halliburton Co.,2010-06-30,Buy,3.4869,24.55,USD,,0.0,AUD,0.856,100.0,
CAT,NYSE,Caterpillar Inc.,2010-07-07,Buy,1.4046,59.81,USD,,0.0,AUD,0.840104585679807,100.0,
BAH,NYSE,Booz Allen Hamilton Holding Corp - Ordinary Shares - Class A,2010-11-01,Buy,5.666,17.26,USD,,0.0,AUD,0.978,100.0,
MSI,NYSE,Motorola Solutions Inc,2011-01-04,Consolidation,-18.3353,,USD,,,AUD,,,
MSI,NYSE,Motorola Solutions Inc,2011-01-04,Adjust cost base,,,USD,,,AUD,,-37.82,
MSI,NYSE,Motorola Solutions Inc,2011-01-05,Buy,0.943,39.83,USD,,0.0,USD,1.009249511204692,37.22,
BALL,NYSE,Ball Corp.,2011-02-16,Split,3.0,,USD,,,,,,
HII,NYSE,Huntington Ingalls Industries Inc,2011-03-22,Buy,2.8095,35.72,USD,,0.0,AUD,1.00353829868926,100.0,
FSL,NYSE,Freescale Semiconductor Ltd,2011-05-07,Consolidation,0.0,,USD,,,,,,
OII,NYSE,"Oceaneering International, Inc.",2011-06-13,Split,10.0,,USD,,,AUD,,,
CLH,NYSE,"Clean Harbors, Inc.",2011-07-27,Split,1.57,,USD,,,AUD,,,
TRV,NYSE,Travelers Companies Inc.,2012-01-02,Buy,1.7221,59.17,USD,,0.0,AUD,1.018959602908603,100.0,
GDOT,NYSE,Green Dot Corp. - Ordinary Shares - Class A,2012-03-09,Buy,3.5835,29.47,USD,,0.0,AUD,1.056105610561056,100.0,
SWK,NYSE,Stanley Black & Decker Inc,2012-06-07,Buy,1.5057,64.68,USD,,0.0,AUD,0.9739,100.0,
FLTX,NYSE,Fleetmatics Group PLC,2012-10-04,Buy,6.0697,17.0,USD,,0.0,AUD,1.0318,100.0,
JPM,NYSE,JPMorgan Chase & Co.,2013-07-01,Buy,1.7565,52.49,USD,,0.0,AUD,0.921978129051026,100.0,
PAR,NYSE,Par Technology Corp.,2014-01-01,Buy,16.407,5.45,USD,,0.0,AUD,0.894184010892822,100.0,
ALL,NYSE,Allstate Corp (The),2014-06-30,Buy,1.6052,58.69,USD,,0.0,AUD,0.942056919970314,100.0,
MBLY,NYSE,Mobileye B.V.,2014-08-01,Buy,2.6015,36.0,USD,,0.0,AUD,0.9365,100.0,
BABA,NYSE,Alibaba Group Holding Ltd - ADR,2014-09-19,Buy,0.9527,93.89,USD,,0.0,AUD,0.8945,100.0,
A,NYSE,Agilent Technologies Inc.,2014-10-19,Sell,-2.3415,52.27,USD,,0.0,USD,0.943243235796171,-129.75,
KEYS,NYSE,Keysight Technologies Inc,2014-10-20,Buy,4.073,27.9,USD,,0.0,AUD,0.875795672913422,129.75,
FSL,NYSE,Freescale Semiconductor Ltd,2016-01-06,Sell,-0.458,36.53,USD,,0.0,USD,0.642532400097858,-26.04,
JNPR,NYSE,Juniper Networks Inc,2016-02-11,Buy,3.2315,21.62,USD,,0.0,AUD,0.698625878256544,100.0,
GM,NYSE,General Motors Company,2016-03-15,Buy,2.4085,31.18,USD,,0.0,AUD,0.751,100.0,
F,NYSE,Ford Motor Co.,2016-08-16,Buy,6.177,12.43,USD,,0.0,AUD,0.767828353433288,100.0,
VZ,NYSE,Verizon Communications Inc,2016-11-07,Buy,1.6294,47.08,USD,,0.0,AUD,0.7671,100.0,
FLTX,NYSE,Fleetmatics Group PLC,2016-11-07,Sell,-6.0697,60.0,USD,,0.0,USD,0.7715,-472.04,
AYX,NYSE,Alteryx Inc - Ordinary Shares - Class A,2017-03-24,Buy,4.4245,17.25,USD,,0.0,AUD,0.7632,100.0,
BALL,NYSE,Ball Corp.,2017-05-17,Split,6.0,,USD,,,,,,
MBLY,NYSE,Mobileye B.V.,2017-08-31,Sell,-2.6015,62.67,USD,,0.0,USD,0.7936,-205.44,
THO,NYSE,"Thor Industries, Inc.",2018-02-14,Buy,0.6081,128.89,USD,,0.0,AUD,0.7838,100.0,
TDC,NYSE,Teradata Corp,2018-04-09,Buy,1.9502,39.37,USD,,0.0,AUD,0.767763862184952,100.0,
T,NYSE,"AT&T, Inc.",2018-07-07,Buy,8.5377,32.68,USD,,0.0,AUD,0.742997678746624,375.52,
TWX,NYSE,Time Warner Inc,2018-07-07,Sell,-2.826,98.77,USD,,0.0,USD,0.743300117185104,-375.52,
MSCI,NYSE,MSCI Inc,2019-01-01,Buy,0.4775,147.43,USD,,0.0,AUD,0.703988933684812,100.0,
JNPR,NYSE,Juniper Networks Inc,2019-01-14,Sell,-3.2315,27.9,USD,,0.0,USD,0.660049917067038,-136.59,
CRM,NYSE,Salesforce Inc,2019-04-17,Buy,0.45157,158.69,USD,,0.0,AUD,0.7165633,100.0,
UBER,NYSE,Uber Technologies Inc,2019-05-01,Buy,1.6784,42.0,USD,,0.0,AUD,0.70491002,100.0,
PSN,NYSE,Parsons Corp,2019-05-08,Buy,2.5955,27.0,USD,,0.0,AUD,0.700809859353403,100.0,
BLK,NYSE,Blackrock Inc.,2019-07-01,Buy,0.15536,472.93,USD,,0.0,AUD,0.734769894736039,100.0,
MCO,NYSE,Moody`s Corp.,2019-07-24,Buy,0.34527,202.65,USD,,0.0,AUD,0.699707750570319,100.0,
ESTC,NYSE,Elastic N.V,2019-10-05,Buy,0.9674,70.0,USD,,0.0,AUD,0.67715983,100.0,
AYI,NYSE,Acuity Inc.,2019-11-25,Buy,0.52336,129.47,USD,,0.0,AUD,0.67756852,100.0,
PBI,NYSE,"Pitney Bowes, Inc.",2019-12-02,Sell,-1.7425,4.83,USD,,0.0,USD,0.6817899,-12.34,
BKSY,NYSE,BlackSky Technology Inc - Ordinary Shares - Class A,2019-12-20,Buy,7.042,9.8,USD,,0.0,AUD,0.69012953,100.0,
SST,NYSE,System1 Inc - Ordinary Shares - Class A,2020-08-03,Buy,7.073,10.1,USD,,0.0,AUD,0.71439982,100.0,
SNOW,NYSE,Snowflake Inc,2020-09-16,Buy,0.29788,245.0,USD,,0.0,AUD,0.7298,100.0,
U,NYSE,Unity Software Inc,2020-09-18,Buy,0.9721,75.0,USD,,0.0,AUD,0.72911022,100.0,
SPIR,NYSE,Spire Global Inc - Ordinary Shares - Class A,2020-11-03,Buy,7.572,9.5,USD,,0.0,AUD,0.71931513,100.0,
AI,NYSE,C3.ai Inc - Ordinary Shares - Class A,2020-12-08,Buy,0.7408,100.0,USD,,0.0,AUD,0.740764260678953,100.0,
HIPO,NYSE,Hippo Holdings Inc,2021-01-11,Buy,0.2733,282.5,USD,,0.0,AUD,0.772097873345966,100.0,
RDW,NYSE,Redwire Corporation,2021-01-14,Buy,7.239,10.7,USD,,0.0,AUD,0.77459976,100.0,
PL,NYSE,Planet Labs PBC - Ordinary Shares - Class A,2021-04-01,Buy,7.75,9.8,USD,,0.0,AUD,0.75948519,100.0,
LLAP,NYSE,Terran Orbital Corp - Ordinary Shares - Class A,2021-04-23,Buy,7.943,9.7,USD,,0.0,AUD,0.77045462,100.0,
PCOR,NYSE,Procore Technologies Inc,2021-05-20,Buy,0.9193,84.0,USD,,0.0,AUD,0.77217645,100.0,
GE,NYSE,GE Aerospace,2021-08-02,Consolidation,-82.0,,USD,,,AUD,,,
YUM,NYSE,Yum Brands Inc.,2021-09-06,Buy,0.5682,130.92,USD,,0.0,AUD,0.74390149151234,100.0,
AON,NYSE,Aon plc. - Ordinary Shares - Class A,2021-11-15,Buy,0.24412,300.34,USD,,0.0,AUD,0.733205040954875,100.0,
SWK,NYSE,Stanley Black & Decker Inc,2021-12-08,Sell,-1.5057,192.22,USD,,0.0,USD,0.71680084,-403.77,
ICE,NYSE,Intercontinental Exchange Inc,2021-12-15,Buy,0.53107,133.81,USD,,0.0,AUD,0.71060002297246,100.0,
IOT,NYSE,Samsara Inc - Ordinary Shares - Class A,2021-12-15,Buy,3.0897,23.0,USD,,0.0,AUD,0.710600022972459,100.0,
BBAI,NYSE,BigBear.ai Holdings Inc,2021-12-21,Buy,8.853,8.03,USD,,0.0,AUD,0.710899876373462,100.0,
FDS,NYSE,Factset Research Systems Inc.,2022-02-02,Buy,0.16609,428.7,USD,,0.0,AUD,0.71200236,100.0,
J,NYSE,Jacobs Solutions Inc,2022-02-07,Buy,0.5544,127.67,USD,,0.0,AUD,0.70781012,100.0,
T,NYSE,"AT&T, Inc.",2022-04-08,Sell,-8.5377,24.14,USD,,0.0,USD,0.745999934155295,-276.27,
HIPO,NYSE,Hippo Holdings Inc,2022-09-30,Consolidation,0.0,,USD,,,AUD,,,
GRND,NYSE,Grindr Inc - Ordinary Shares - Class A,2022-11-18,Buy,5.7524,11.63,USD,,0.0,AUD,0.669028360991886,100.0,
MRDB,NYSE,MariaDB Plc - Ordinary Shares - Class A,2022-12-19,Buy,6.685,10.0,USD,,0.0,AUD,0.668500565264348,100.0,
BALL,NYSE,Ball Corp.,2023-08-17,Sell,-12.8354,55.4,USD,,0.0,USD,0.640775675041864,-1109.72,
SPIR,NYSE,Spire Global Inc - Ordinary Shares - Class A,2023-08-31,Consolidation,-6.0,,USD,,,AUD,,,
AGCO,NYSE,AGCO Corp.,2023-09-28,Buy,0.5402,117.55,USD,,0.0,AUD,0.634999987912866,100.0,
EMR,NYSE,Emerson Electric Co.,2023-10-23,Buy,2.4924,91.47,USD,,0.0,AUD,0.631905874995301,360.78,
NIO,NYSE,NIO Inc - ADR,2023-12-25,Buy,8.071,8.42,USD,,0.0,AUD,0.67959776,100.0,
AYX,NYSE,Alteryx Inc - Ordinary Shares - Class A,2024-03-19,Sell,-4.4245,48.26,USD,,0.0,USD,0.65272997198442,-327.13,
MMM,NYSE,3M Co.,2024-04-01,Adjust cost base,,,USD,,,AUD,,-15.52,
SOLV,NYSE,Solventum Corp,2024-04-01,Buy,0.1458,69.55,USD,,0.0,AUD,0.653389136334934,15.52,
MMM,NYSE,3M Co.,2024-04-02,Buy,0.10507,92.84,USD,,0.0,USD,0.6514502337096,14.97,
SOLV,NYSE,Solventum Corp,2024-04-02,Sell,-0.1458,66.9,USD,,0.0,USD,0.6514502337096,-14.97,
BKSY,NYSE,BlackSky Technology Inc - Ordinary Shares - Class A,2024-09-09,Consolidation,-6.0,,USD,,,AUD,,,
KKR,NYSE,KKR & Co. Inc,2024-09-24,Buy,1.63417,132.6,USD,,0.0,AUD,0.683520205300816,317.02,
MRDB,NYSE,MariaDB Plc - Ordinary Shares - Class A,2025-05-05,Sell,-6.685,0.5494,USD,,0.0,USD,0.646235203984562,-5.68,
SST,NYSE,System1 Inc - Ordinary Shares - Class A,2025-06-12,Consolidation,-6.0,,USD,,,,,,
AME,NYSE,Ametek Inc,2025-07-21,Buy,0.9338,178.51,USD,,0.0,AUD,0.651224585203081,255.97,
TIC,NYSE,Acuren Corporation Ltd.,2025-08-04,Buy,11.0505,11.03,USD,,0.0,AUD,0.647139303135305,188.35,
KOG,OSL,Kongsberg Gruppen ASA,2000-01-03,Buy,4.8004,109.6,NOK,,0.0,AUD,5.261072333364993,100.0,
PGS,OSL,PGS ASA,2000-01-03,Buy,0.26167,2010.6,NOK,,0.0,AUD,5.261072333364993,100.0,
PGS,OSL,PGS ASA,2005-06-09,Split,0.7851,,NOK,,,AUD,,,
SUBC,OSL,Subsea 7 S.A.,2006-01-02,Buy,6.206,79.75,NOK,,0.0,AUD,4.949148434478176,100.0,
PGS,OSL,PGS ASA,2006-12-18,Split,2.0,,NOK,,,AUD,,,
KOG,OSL,Kongsberg Gruppen ASA,2009-05-08,Split,14.0,,NOK,,,AUD,,,
TGS,OSL,TGS ASA,2010-06-24,Buy,6.724,83.8606,NOK,,0.0,AUD,5.6386,100.0,
NOD,OSL,Nordic Semiconductor,2019-07-01,Buy,15.888,37.62,NOK,,0.0,AUD,5.977354223016322,100.0,
ARGEO,OSL,Argeo ASA,2021-04-26,Buy,68.077,9.5,NOK,,0.0,AUD,6.46717867,100.0,
ARGEO,OSL,Argeo ASA,2024-06-19,Consolidation,-54.0,,NOK,,,AUD,,,
PGS,OSL,PGS ASA,2024-07-23,Sell,-3.04677,9.022,NOK,,0.0,NOK,7.285704884388948,-3.77,
KOG,OSL,Kongsberg Gruppen ASA,2025-06-03,Split,75.0,,NOK,,,,,,
ARGEO,OSL,Argeo ASA,2025-08-14,Sell,-14.077,0.448,NOK,,0.0,NOK,6.640668011046514,-0.95,
RWWI,OTC,Rand Worldwide Inc,1996-10-01,Buy,0.6173,99.99,USD,,0.0,AUD,0.617225130890052,100.0,
GMPW,OTC,GiveMePower Corp.,1998-03-02,Buy,1.6003,38.57,USD,,0.0,AUD,0.617225130890052,100.0,
RWWI,OTC,Rand Worldwide Inc,2003-10-02,Split,3.0,,USD,,,AUD,,,
TRCK,OTC,Track Group Inc,2005-08-19,Buy,279.7,0.27,USD,,0.0,AUD,0.7553,99.99,
LBAS,OTC,Location Based Technologies Inc,2007-03-07,Buy,351.26,0.22,USD,,0.0,AUD,0.7728,100.0,
GSPH,OTC,Geospatial Corp,2008-03-25,Buy,25.695,3.572,USD,,0.0,AUD,0.9178,100.0,
GSPH,OTC,Geospatial Corp,2008-04-28,Split,25.695,,USD,,,AUD,,,
LBAS,OTC,Location Based Technologies Inc,2008-10-28,Split,702.0,,USD,,,AUD,,,
SYXXF,OTC,Synodon Inc,2011-10-30,Buy,851.6,0.1255,USD,,0.0,AUD,1.068708411134509,100.0,
TRCK,OTC,Track Group Inc,2013-03-26,Consolidation,-278.0,,USD,,,AUD,,,
DRNG,OTC,Drone Guarder Inc,2014-09-04,Buy,1485.1,0.0625,USD,,0.0,AUD,0.9282,100.0,
DRNG,OTC,Drone Guarder Inc,2014-09-09,Split,28216.0,,USD,,,AUD,,,
DSUS,OTC,Drone Services USA Inc,2015-04-29,Buy,3121.7,0.025,USD,,0.0,AUD,0.7804,100.0,
DUKR,OTC,DUKE Robotics Corp.,2017-06-26,Buy,7.572,10.0,USD,,0.0,AUD,0.7572,100.0,
MAPT,OTC,Maptelligent Inc,2018-07-02,Buy,122300.0,0.0006,USD,,0.0,AUD,0.7338,100.0,
MAPT,OTC,Maptelligent Inc,2018-09-17,Consolidation,-122275.0,,USD,,,AUD,,,
MAPT,OTC,Maptelligent Inc,2020-10-09,Consolidation,-24.0,,USD,,,AUD,,,
DIDIY,OTC,DiDi Global Inc - ADR,2021-06-30,Buy,4.513,16.65,USD,,0.0,AUD,0.75141801,100.0,
DRNG,OTC,Drone Guarder Inc,2021-08-30,Split,2970.0,,USD,,,AUD,,,
QNGYQ,OTC,Quanergy Systems Inc,2022-02-08,Buy,10.135,7.05,USD,,0.0,AUD,0.71449975,100.0,
GSPH,OTC,Geospatial Corp,2022-05-13,Sell,-51.39,0.0053,USD,,0.0,USD,0.69345402,-0.39,
QNGYQ,OTC,Quanergy Systems Inc,2022-10-07,Consolidation,-9.0,,USD,,,AUD,,,
QNGYQ,OTC,Quanergy Systems Inc,2023-12-01,Sell,-1.135,0.19,USD,,0.0,USD,0.666696453819101,-0.32,
DUKR,OTC,DUKE Robotics Corp.,2024-10-29,Sell,-7.572,0.06175,USD,,0.0,USD,0.656029443865053,-0.71,
F9D,SGX,Boustead Singapore Limited,2001-02-01,Buy,271.62,0.35,SGD,,0.0,AUD,0.950687,100.0,
F9D,SGX,Boustead Singapore Limited,2008-08-18,Split,271.0,,SGD,,,AUD,,,
S63,SGX,Singapore Technologies Engineering Ltd,2015-06-30,Buy,31.324,3.3,SGD,,0.0,AUD,1.03373261737574,100.0,
000551,SHE,Create Technology & Science Co. Ltd. - Ordinary Shares - Class A,2005-07-06,Buy,365.0,1.68,CNY,,0.0,AUD,6.131928424465367,100.0,
002151,SHE,Beijing Bdstar Navigation Co. Ltd. - Ordinary Shares - Class A,2007-08-13,Buy,23.05,27.7209,CNY,,0.0,AUD,6.389567074155152,100.0,
300036,SHE,Beijing Supermap Software Co Ltd - Ordinary Shares - Class A,2009-12-01,Buy,16.6834375,37.4784,CNY,,0.0,AUD,6.252377468910023,100.0,
002383,SHE,Beijing UniStrong Science & Technology Co - Ordinary Shares - Class A,2010-04-02,Buy,34.438,18.16,CNY,,0.0,AUD,6.253792259029998,100.0,
002389,SHE,Aerospace CH UAV Co Ltd - Ordinary Shares - Class A,2010-04-13,Buy,7.738,81.8,CNY,,0.0,AUD,6.329920131066975,100.0,
002405,SHE,Navinfo Company Ltd - Ordinary Shares - Class A,2010-05-03,Buy,36.326,17.34048,CNY,,0.0,AUD,6.299278761991457,100.0,
300177,SHE,Guangzhou Hi-Target Navigation Tech Co Ltd - Ordinary Shares - Class A,2011-02-15,Buy,10.641,62.04,CNY,,0.0,AUD,6.601787000000001,100.0,
002405,SHE,Navinfo Company Ltd - Ordinary Shares - Class A,2011-04-18,Split,7.2652,,CNY,,,AUD,,,
002151,SHE,Beijing Bdstar Navigation Co. Ltd. - Ordinary Shares - Class A,2011-04-28,Split,11.525,,CNY,,,AUD,,,
300036,SHE,Beijing Supermap Software Co Ltd - Ordinary Shares - Class A,2011-06-16,Split,10.01004,,CNY,,,AUD,,,
300177,SHE,Guangzhou Hi-Target Navigation Tech Co Ltd - Ordinary Shares - Class A,2011-10-31,Split,10.641,,CNY,,,AUD,,,
002405,SHE,Navinfo Company Ltd - Ordinary Shares - Class A,2012-04-18,Split,8.71824,,CNY,,,AUD,,,
300177,SHE,Guangzhou Hi-Target Navigation Tech Co Ltd - Ordinary Shares - Class A,2012-04-19,Split,22.0,,CNY,,,AUD,,,
002151,SHE,Beijing Bdstar Navigation Co. Ltd. - Ordinary Shares - Class A,2012-06-21,Split,6.915,,CNY,,,AUD,,,
002405,SHE,Navinfo Company Ltd - Ordinary Shares - Class A,2013-04-23,Split,10.46188,,CNY,,,AUD,,,
300177,SHE,Guangzhou Hi-Target Navigation Tech Co Ltd - Ordinary Shares - Class A,2014-05-16,Split,44.0,,CNY,,,AUD,,,
300394,SHE,Suzhou TFC Optical Communication Co.Ltd - Ordinary Shares - Class A,2015-02-17,Buy,15.764,30.83,CNY,,0.0,AUD,4.860045,100.0,
300036,SHE,Beijing Supermap Software Co Ltd - Ordinary Shares - Class A,2015-05-12,Split,16.0161,,CNY,,,AUD,,,
300456,SHE,Sai Micro Electronics Inc - Ordinary Shares - Class A,2015-05-14,Buy,24.752,20.17,CNY,,0.0,AUD,4.992613840086052,100.0,
002151,SHE,Beijing Bdstar Navigation Co. Ltd. - Ordinary Shares - Class A,2016-04-28,Split,20.745,,CNY,,,AUD,,,
300036,SHE,Beijing Supermap Software Co Ltd - Ordinary Shares - Class A,2016-05-05,Split,42.7096,,CNY,,,AUD,,,
002405,SHE,Navinfo Company Ltd - Ordinary Shares - Class A,2016-06-20,Split,31.38565,,CNY,,,AUD,,,
002813,SHE,Shenzhen Roadrover Technology Co Ltd - Ordinary Shares - Class A,2016-10-12,Buy,51.12,9.92,CNY,,0.0,AUD,5.071190135567818,100.0,
300552,SHE,Vanjee Technology Co Ltd - Ordinary Shares - Class A,2016-10-21,Buy,29.3,17.64,CNY,,0.0,AUD,5.1684,100.0,
002829,SHE,Beijing StarNeto Technology Co Ltd - Ordinary Shares - Class A,2016-12-13,Buy,20.323,25.42,CNY,,0.0,AUD,5.166149287427684,100.0,
300627,SHE,Shanghai Huace Navigation Technology Ltd - Ordinary Shares - Class A,2017-03-21,Buy,17.055,31.28,CNY,,0.0,AUD,5.334578000000001,100.0,
300627,SHE,Shanghai Huace Navigation Technology Ltd - Ordinary Shares - Class A,2018-05-18,Split,32.055,,CNY,,,AUD,,,
002935,SHE,Chengdu Spaceon Electronics Co Ltd - Ordinary Shares - Class A,2018-09-18,Buy,49.577,10.0,CNY,,0.0,AUD,4.9576,100.0,
300177,SHE,Guangzhou Hi-Target Navigation Tech Co Ltd - Ordinary Shares - Class A,2019-05-31,Split,44.0,,CNY,,,AUD,,,
300456,SHE,Sai Micro Electronics Inc - Ordinary Shares - Class A,2019-07-04,Split,22.0,,CNY,,,AUD,,,
300826,SHE,NanJing Research Inst of Surveying Mapping & Geotec Inves Co Ltd - Ordinary Shares - Class A,2020-04-03,Buy,12.906,32.95,CNY,,0.0,AUD,4.25254173,100.0,
300552,SHE,Vanjee Technology Co Ltd - Ordinary Shares - Class A,2020-05-19,Split,23.0,,CNY,,,AUD,,,
300627,SHE,Shanghai Huace Navigation Technology Ltd - Ordinary Shares - Class A,2020-06-12,Split,19.0,,CNY,,,AUD,,,
300826,SHE,NanJing Research Inst of Surveying Mapping & Geotec Inves Co Ltd - Ordinary Shares - Class A,2021-05-25,Split,5.0,,CNY,,,,,,
301136,SHE,Fujian Tendering Co. Ltd. - Ordinary Shares - Class A,2022-01-11,Buy,19.148,24.0,CNY,,0.0,AUD,4.59530681,100.0,
300456,SHE,Sai Micro Electronics Inc - Ordinary Shares - Class A,2022-05-18,Sell,-46.752,14.35,CNY,,0.0,CNY,4.70169478230928,-142.69,
300627,SHE,Shanghai Huace Navigation Technology Ltd - Ordinary Shares - Class A,2022-06-02,Split,27.0,,CNY,,,AUD,,,
300826,SHE,NanJing Research Inst of Surveying Mapping & Geotec Inves Co Ltd - Ordinary Shares - Class A,2022-06-15,Split,5.0,,CNY,,,,,,
002829,SHE,Beijing StarNeto Technology Co Ltd - Ordinary Shares - Class A,2023-07-04,Split,4.0,,CNY,,,AUD,,,
300394,SHE,Suzhou TFC Optical Communication Co.Ltd - Ordinary Shares - Class A,2024-05-30,Split,6.0,,CNY,,,AUD,,,
002935,SHE,Chengdu Spaceon Electronics Co Ltd - Ordinary Shares - Class A,2024-06-20,Split,9.0,,CNY,,,AUD,,,
300394,SHE,Suzhou TFC Optical Communication Co.Ltd - Ordinary Shares - Class A,2025-06-09,Split,8.0,,CNY,,,,,,
300627,SHE,Shanghai Huace Navigation Technology Ltd - Ordinary Shares - Class A,2025-06-20,Split,38.0,,CNY,,,,,,
